wavelength flux unc
4.628000000000000000e+03 3.626981051638722420e-03 2.599788829684257507e-03
4.629000000000000000e+03 7.869959808886051178e-03 2.593776211142539978e-03
4.630000000000000000e+03 1.420799293555319309e-03 2.592175733298063278e-03
4.631000000000000000e+03 1.701807253994047642e-03 2.549098804593086243e-03
4.632000000000000000e+03 5.721460096538066864e-03 2.569966251030564308e-03
4.633000000000000000e+03 -1.203372143208980560e-03 2.603360218927264214e-03
4.634000000000000000e+03 -1.058273337548598647e-04 2.526362659409642220e-03
4.635000000000000000e+03 -1.429014673703932203e-06 2.560569439083337784e-03
4.636000000000000000e+03 8.273483254015445709e-03 2.508024452254176140e-03
4.637000000000000000e+03 -2.345249959034845233e-04 2.541279420256614685e-03
4.638000000000000000e+03 5.996869876980781555e-03 2.499388298019766808e-03
4.639000000000000000e+03 2.556392224505543709e-03 2.508922480046749115e-03
4.640000000000000000e+03 4.148014355450868607e-03 2.458291361108422279e-03
4.641000000000000000e+03 5.674833897501230240e-03 2.584382891654968262e-03
4.642000000000000000e+03 5.088556557893753052e-03 2.504071220755577087e-03
4.643000000000000000e+03 2.314700279384851456e-03 2.426659921184182167e-03
4.644000000000000000e+03 9.710446000099182129e-03 2.469983650371432304e-03
4.645000000000000000e+03 1.042875088751316071e-02 2.498480258509516716e-03
4.646000000000000000e+03 5.904136691242456436e-03 2.441546879708766937e-03
4.647000000000000000e+03 5.969766527414321899e-03 2.420596079900860786e-03
4.648000000000000000e+03 8.232409134507179260e-03 2.405913313850760460e-03
4.649000000000000000e+03 7.760435342788696289e-03 2.395245479419827461e-03
4.650000000000000000e+03 7.065193727612495422e-03 2.429082291200757027e-03
4.651000000000000000e+03 6.451841909438371658e-03 2.417425159364938736e-03
4.652000000000000000e+03 6.078852806240320206e-03 2.410686109215021133e-03
4.653000000000000000e+03 3.850685665383934975e-03 2.362042665481567383e-03
4.654000000000000000e+03 7.448699790984392166e-03 2.363789593800902367e-03
4.655000000000000000e+03 7.762642577290534973e-03 2.301137195900082588e-03
4.656000000000000000e+03 2.473732689395546913e-03 2.365224063396453857e-03
4.657000000000000000e+03 1.255634473636746407e-03 2.437485847622156143e-03
4.658000000000000000e+03 5.293373484164476395e-03 2.397622913122177124e-03
4.659000000000000000e+03 7.666557095944881439e-03 2.391190035268664360e-03
4.660000000000000000e+03 3.948366735130548477e-03 2.341671613976359367e-03
4.661000000000000000e+03 -1.032965490594506264e-03 2.428872277960181236e-03
4.662000000000000000e+03 2.794478496070951223e-04 2.359981648623943329e-03
4.663000000000000000e+03 7.741147186607122421e-03 2.383126644417643547e-03
4.664000000000000000e+03 9.154542349278926849e-03 2.403589431196451187e-03
4.665000000000000000e+03 4.961691331118345261e-03 2.305169589817523956e-03
4.666000000000000000e+03 1.709049334749579430e-03 2.366117667406797409e-03
4.667000000000000000e+03 3.735609585419297218e-03 2.311763120815157890e-03
4.668000000000000000e+03 1.110694278031587601e-02 2.333191689103841782e-03
4.669000000000000000e+03 6.439225748181343079e-03 2.320034429430961609e-03
4.670000000000000000e+03 3.959758207201957703e-03 2.349303336814045906e-03
4.671000000000000000e+03 5.702297203242778778e-03 2.336803358048200607e-03
